,District Code,District Name,Zip Code
961,61903,LAKE TAHOE UNIFIED,     
2060,64030,LAKEPORT UNIFIED,     
9426,69492,LAKESIDE JOINT,     
1823,63552,LAKESIDE UNION,     
2009,63966,LAKESIDE UNION ELEMENTARY,     
8738,76760,LAMMERSVILLE JOINT UNIFIED,     
1826,63560,LAMONT ELEMENTARY,     
2619,64667,LANCASTER ELEMENTARY,     
2827,64733,LARCHMONT CHARTER,90046
4556,65367,LARKSPUR-CORTE MADERA,     
8928,68957,LAS LOMITAS ELEMENTARY,     
2643,64683,LAS VIRGENES UNIFIED,     
3074,64733,LASHON ACADEMY,91405
2085,10181,LASSEN COUNTY OFFICE OF EDUCATION,     
2095,64139,LASSEN UNION HIGH,     
10642,71563,LASSEN VIEW UNION ELEMENTARY,     
9344,69427,LATINO COLLEGE PREPARATORY ACADEMY,95127
1235,62281,LATON JOINT UNIFIED,     
970,61911,LATROBE,     
7958,68338,LAUREL PREPARATORY ACADEMY,92121
1434,62687,LAUREL TREE CHARTER,95521
7485,75044,LAVERNE ELEMENTARY PREPARATORY ACADEMY,92345
2660,64691,LAWNDALE ELEMENTARY,     
4725,73916,LAYTONVILLE UNIFIED,     
11,10017,LAZEAR CHARTER ACADEMY,94601
4765,65722,LE GRAND UNION ELEMENTARY,     
4767,65730,LE GRAND UNION HIGH,     
8396,68478,LEADERSHIP HIGH,94112
128,61192,LEADERSHIP PUBLIC SCHOOLS - HAYWARD,94545
792,61796,LEADERSHIP PUBLIC SCHOOLS: RICHMOND,94801
7908,68338,LEARNING CHOICE ACADEMY,91941
4963,66092,LEARNING FOR LIFE CHARTER,93933
249,61259,LEARNING WITHOUT LIMITS,94601
3959,64881,LEARNING WORKS,91107
4729,75218,LEGGETT VALLEY UNIFIED,     
7809,68205,LEMON GROVE,     
2020,63982,LEMOORE MIDDLE COLLEGE HIGH,93245
2011,63974,LEMOORE UNION ELEMENTARY,     
2019,63982,LEMOORE UNION HIGH,     
2671,64709,LENNOX,     
2672,64709,"LENNOX MATHEMATICS, SCIENCE AND TECHNOLO",90304
7609,68023,LEONARDO DA VINCI HEALTH SCIENCES CHARTE,91911
10675,71746,LEWISTON ELEMENTARY,     
3105,64733,LIBERTAS COLLEGE PREPARATORY CHARTER,90008
10138,70797,LIBERTY ELEMENTARY,     
683,61721,LIBERTY UNION HIGH,     
2622,64667,LIFE SOURCE INTERNATIONAL CHARTER,93534
271,61259,LIGHTHOUSE COMMUNITY CHARTER,94621
226,61259,LIGHTHOUSE COMMUNITY CHARTER HIGH,94621
4561,65375,LINCOLN ELEMENTARY,     
8515,68569,LINCOLN UNIFIED,     
8529,68577,LINDEN UNIFIED,     
10745,71993,LINDSAY UNIFIED,     
1836,63586,LINNS VALLEY-POSO FLAT UNION,     
7555,10371,LITERACY FIRST CHARTER,92020
2684,64717,LITTLE LAKE CITY ELEMENTARY,     
9923,70383,LITTLE SHASTA ELEMENTARY,     
10175,70854,LIVE OAK CHARTER,94952
9677,69765,LIVE OAK ELEMENTARY,     
10554,71399,LIVE OAK UNIFIED,     
166,61200,LIVERMORE VALLEY CHARTER,94551
167,61200,LIVERMORE VALLEY CHARTER PREPARATORY HIG,94551
165,61200,LIVERMORE VALLEY JOINT UNIFIED,     
4770,65748,LIVINGSTON UNION,     
278,61259,LODESTAR: A LIGHTHOUSE COMMUNITY CHARTER,94601
8536,68585,LODI UNIFIED,     
1477,62927,LOLETA UNION ELEMENTARY,     
9428,69500,LOMA PRIETA JOINT UNION ELEMENTARY,     
9128,69229,LOMPOC UNIFIED,     
1631,63289,LONE PINE UNIFIED,     
2695,64725,LONG BEACH UNIFIED,     
2100,64162,LONG VALLEY CHARTER,96109
5858,66845,LOOMIS UNION ELEMENTARY,     
5801,73924,LOS ALAMITOS UNIFIED,     
9431,69518,LOS ALTOS ELEMENTARY,     
2849,64733,LOS ANGELES ACADEMY OF ARTS & ENTERPRISE,90026
2119,10199,LOS ANGELES COUNTY OFFICE OF EDUCATION,     
2121,10199,LOS ANGELES INTERNATIONAL CHARTER HIGH,90042
3222,64733,LOS ANGELES LEADERSHIP ACADEMY,90031
3014,64733,LOS ANGELES LEADERSHIP PRIMARY ACADEMY,90031
2781,64733,LOS ANGELES UNIFIED,     
4775,65755,LOS BANOS UNIFIED,     
2873,64733,LOS FELIZ CHARTER SCHOOL FOR THE ARTS,90065
9442,69526,LOS GATOS UNION ELEMENTARY,     
9449,69534,LOS GATOS-SARATOGA JOINT UNION HIGH,     
10644,71571,LOS MOLINOS UNIFIED,     
3752,64758,LOS NIETOS,     
9147,69245,LOS OLIVOS ELEMENTARY,     
1838,63594,LOST HILLS UNION ELEMENTARY,     
3758,64766,LOWELL JOINT,     
262,61259,LPS OAKLAND R & D CAMPUS,94605
2067,64048,LUCERNE ELEMENTARY,     
7508,75051,LUCERNE VALLEY UNIFIED,     
8768,68759,LUCIA MAR UNIFIED,     
9337,69427,LUIS VALDEZ LEADERSHIP ACADEMY,95122
9453,69542,LUTHER BURBANK,     
3766,64774,LYNWOOD UNIFIED,     
8204,68411,MAAC COMMUNITY CHARTER,91911
4447,10207,MADERA COUNTY OFFICE OF EDUCATION,     
4469,65243,MADERA UNIFIED,     
5471,66589,MAGNOLIA ELEMENTARY,     
3746,64733,MAGNOLIA SCIENCE ACADEMY,91335
2885,64733,MAGNOLIA SCIENCE ACADEMY 2,91406
2882,64733,MAGNOLIA SCIENCE ACADEMY 3,90746
2900,64733,MAGNOLIA SCIENCE ACADEMY 4,90064
2901,64733,MAGNOLIA SCIENCE ACADEMY 5,91335
2902,64733,MAGNOLIA SCIENCE ACADEMY 6,90034
2903,64733,MAGNOLIA SCIENCE ACADEMY 7,91325
2980,64733,MAGNOLIA SCIENCE ACADEMY BELL,90201
7927,68338,MAGNOLIA SCIENCE ACADEMY SAN DIEGO,92119
1603,63172,MAGNOLIA UNION ELEMENTARY,     
603,10074,MAKING WAVES ACADEMY,94806
4895,73692,MAMMOTH UNIFIED,     
4677,65573,MANCHESTER UNION ELEMENTARY,     
4381,75333,MANHATTAN BEACH UNIFIED,     
8591,68593,MANTECA UNIFIED,     
491,61499,MANZANITA ELEMENTARY,     
851,61796,MANZANITA MIDDLE,94804
9130,69229,MANZANITA PUBLIC CHARTER,93437
1480,62935,MAPLE CREEK ELEMENTARY,     
1841,63610,MAPLE ELEMENTARY,     
10561,71407,MARCUM-ILLINOIS UNION ELEMENTARY,     
10079,70581,MARE ISLAND TECHNOLOGY ACADEMY,94589
5948,75085,MARIA MONTESSORI CHARTER ACADEMY,95765
1843,63628,MARICOPA UNIFIED,     
4532,10215,MARIN COUNTY OFFICE OF EDUCATION,     
4641,10223,MARIPOSA COUNTY OFFICE OF EDUCATION,     
4643,65532,MARIPOSA COUNTY UNIFIED,     
568,61572,MARK TWAIN UNION ELEMENTARY,     
10142,70805,MARK WEST UNION ELEMENTARY,     
690,61739,MARTINEZ UNIFIED,     
11289,72736,MARYSVILLE JOINT UNIFIED,     
3028,64733,MATH AND SCIENCE COLLEGE PREPARATORY,90018
1516,75382,MATTOLE UNIFIED,     
584,61606,MAXWELL UNIFIED,     
1605,63180,MCCABE UNION ELEMENTARY,     
9925,70409,MCCLOUD UNION ELEMENTARY,     
1945,73908,MCFARLAND UNIFIED,     
8118,68338,MCGILL SCHOOL OF SUCCESS,92102
1482,62950,MCKINLEYVILLE UNION ELEMENTARY,     
1851,63651,MCKITTRICK ELEMENTARY,     
4791,65763,MCSWAIN UNION ELEMENTARY,     
10976,10561,MEADOWS ARTS AND TECHNOLOGY ELEMENTARY,91362
1607,63198,MEADOWS UNION ELEMENTARY,     
4657,10231,MENDOCINO COUNTY OFFICE OF EDUCATION,     
4679,65581,MENDOCINO UNIFIED,     
1342,75127,MENDOTA UNIFIED,     
6191,67116,MENIFEE UNION ELEMENTARY,     
8932,68965,MENLO PARK CITY ELEMENTARY,     
4794,65771,MERCED CITY ELEMENTARY,     
4735,10249,MERCED COUNTY OFFICE OF EDUCATION,     
4847,73726,MERCED RIVER UNION ELEMENTARY,     
4815,65789,MERCED UNION HIGH,     
10564,71415,MERIDIAN ELEMENTARY,     
11003,72470,MESA UNION ELEMENTARY,     
4371,75309,METHOD SCHOOLS HIGH,91006
4370,75309,METHOD SCHOOLS K-8,91006
7662,68049,METHODSCHOOLS,92019
3071,64733,METRO CHARTER,90015
2069,64055,MIDDLETOWN UNIFIED,     
1853,63669,MIDWAY ELEMENTARY,     
4563,65391,MILL VALLEY ELEMENTARY,     
8938,68973,MILLBRAE ELEMENTARY,     
8716,75499,MILLENNIUM CHARTER,95376
9830,70052,MILLVILLE ELEMENTARY,     
9653,73387,MILPITAS UNIFIED,     
7482,75044,MIRUS SECONDARY,92345
8385,68478,MISSION PREPARATORY,94112
4955,66084,MISSION UNION ELEMENTARY,     
4213,65136,MISSION VIEW PUBLIC,91355
10057,70581,MIT ACADEMY,94589
10385,71167,MODESTO CITY ELEMENTARY,     
10413,71175,MODESTO CITY HIGH,     
4866,10256,MODOC COUNTY OFFICE OF EDUCATION,     
4872,73585,MODOC JOINT UNIFIED,     
7241,67827,MOJAVE RIVER ACADEMY,92395
1855,63677,MOJAVE UNIFIED,     
9851,70110,MONARCH LEARNING CENTER,96001
4884,10264,MONO COUNTY OFFICE OF EDUCATION,     
1239,62323,MONROE ELEMENTARY,     
3788,64790,MONROVIA UNIFIED,     
2880,64733,MONSENOR OSCAR ROMERO CHARTER MIDDLE,90006
10756,72009,MONSON-SULTANA JOINT UNION ELEMENTARY,     
3460,64733,MONTAGUE CHARTER ACADEMY,91331
9927,70417,MONTAGUE ELEMENTARY,     
10148,70813,MONTE RIO UNION ELEMENTARY,     
3800,64808,MONTEBELLO UNIFIED,     
9149,69252,MONTECITO UNION ELEMENTARY,     
4902,10272,MONTEREY BAY CHARTER,93950
4901,10272,MONTEREY COUNTY OFFICE OF EDUCATION,     
4957,66092,MONTEREY PENINSULA UNIFIED,     
10150,70821,MONTGOMERY ELEMENTARY,     
11183,73940,MOORPARK UNIFIED,     
700,61747,MORAGA ELEMENTARY,     
9455,69575,MORELAND,     
6207,67124,MORENO VALLEY UNIFIED,     
9464,69583,MORGAN HILL UNIFIED,     
7174,67777,MORONGO UNIFIED,     
10195,70870,MORRICE SCHAEFER CHARTER,95403
974,61929,MOTHER LODE UNION ELEMENTARY,     
9499,69617,MOUNT PLEASANT ELEMENTARY,     
10666,10538,MOUNTAIN ACADEMY CHARTER,96093
9686,69773,MOUNTAIN ELEMENTARY,     
7817,68213,MOUNTAIN EMPIRE UNIFIED,     
4530,76414,MOUNTAIN HOME CHARTER (ALTERNATIVE),93644
186,61218,MOUNTAIN HOUSE ELEMENTARY,     
9871,73700,MOUNTAIN UNION ELEMENTARY,     
10683,75028,MOUNTAIN VALLEY UNIFIED,     
3831,64816,MOUNTAIN VIEW ELEMENTARY,     
9480,69591,MOUNTAIN VIEW WHISMAN,     
9494,69609,MOUNTAIN VIEW-LOS ALTOS UNION HIGH,     
7197,67793,MT. BALDY JOINT ELEMENTARY,     
706,61754,MT. DIABLO UNIFIED,     
9929,70425,MT. SHASTA UNION ELEMENTARY,     
7629,68023,MUELLER CHARTER (ROBERT L.),91910
1609,63206,MULBERRY ELEMENTARY,     
3743,64733,MULTICULTURAL LEARNING CENTER,91303
11006,72504,MUPU ELEMENTARY,     
1861,63685,MUROC JOINT UNIFIED,     
6461,75200,MURRIETA VALLEY UNIFIED,     
8124,68338,MUSEUM,92103
2801,64733,N.E.W. ACADEMY CANOGA PARK,91303
2782,64733,N.E.W. ACADEMY OF SCIENCE AND ARTS,90017
5062,10280,NAPA COUNTY OFFICE OF EDUCATION,     
5072,66266,NAPA VALLEY UNIFIED,     
7834,68221,NATIONAL ELEMENTARY,     
7773,68189,NATIONAL UNIVERSITY ACADEMY,92083
6831,75283,NATOMAS UNIFIED,     
19,61119,NEA COMMUNITY LEARNING CENTER,94501
7199,67801,NEEDLES UNIFIED,     
5133,66340,NEVADA CITY ELEMENTARY,     
5116,10298,NEVADA CITY SCHOOL OF THE ARTS,95959
5113,10298,NEVADA COUNTY OFFICE OF EDUCATION,     
5138,66357,NEVADA JOINT UNION HIGH,     
2099,64162,NEW DAY ACADEMY,96123
9869,70169,NEW DAY ACADEMY - SHASTA,96096
2803,64733,NEW DESIGNS CHARTER,90007
2929,64733,NEW DESIGNS CHARTER SCHOOL-WATTS,90061
202,61242,NEW HAVEN UNIFIED,     
2851,64733,NEW HEIGHTS CHARTER,90008
8623,68619,NEW HOPE ELEMENTARY,     
3081,64733,NEW HORIZONS CHARTER ACADEMY,91601
8625,68627,NEW JERUSALEM ELEMENTARY,     
2899,64733,NEW LOS ANGELES CHARTER,90016
2910,64733,NEW MILLENNIUM SECONDARY,90248
2335,64352,NEW OPPORTUNITIES CHARTER,90301
2852,64733,NEW VILLAGE GIRLS ACADEMY,90026
7321,67876,NEW VISION MIDDLE,92404
188,61234,NEWARK UNIFIED,     
5868,66852,NEWCASTLE ELEMENTARY,     
3845,64832,NEWHALL,     
10479,73601,NEWMAN-CROWS LANDING UNIFIED,     
5482,66597,NEWPORT-MESA UNIFIED,     
4571,65409,NICASIO,     
452,61424,NORD COUNTRY,95973
1866,63693,NORRIS ELEMENTARY,     
6930,67504,NORTH COUNTY JOINT UNION ELEMENTARY,     
8235,68452,NORTH COUNTY TRADE TECH HIGH,92083
9832,70078,NORTH COW CREEK ELEMENTARY,     
5035,73825,NORTH MONTEREY COUNTY UNIFIED,     
336,61259,NORTH OAKLAND COMMUNITY CHARTER,94608
2787,64733,NORTH VALLEY MILITARY INSTITUTE COLLEGE,91352
1424,10124,NORTHCOAST PREPARATORY AND PERFORMING AR,95521
1432,62687,NORTHERN HUMBOLDT UNION HIGH,     
9868,70169,NORTHERN SUMMIT ACADEMY,96007
10192,70870,NORTHWEST PREP CHARTER,95401
6951,10363,NORTON SCIENCE AND LANGUAGE ACADEMY,92408
3856,64840,NORWALK-LA MIRADA UNIFIED,     
5610,66670,NOVA ACADEMY,92701
6386,73676,NOVA ACADEMY - COACHELLA,92236
4590,65417,NOVATO CHARTER,94949
4573,65417,NOVATO UNIFIED,     
10569,71423,NUESTRO ELEMENTARY,     
6247,67157,NUVIEW UNION,     
9505,69625,OAK GROVE ELEMENTARY,     
10153,70839,OAK GROVE UNION ELEMENTARY,     
6679,67439,OAK PARK PREPARATORY ACADEMY,95817
11174,73874,OAK PARK UNIFIED,     
9834,70086,OAK RUN ELEMENTARY,     
10758,72017,OAK VALLEY UNION ELEMENTARY,     
8638,68635,OAK VIEW UNION ELEMENTARY,     
10505,75564,OAKDALE JOINT UNIFIED,     
332,61259,OAKLAND CHARTER ACADEMY,94601
243,61259,OAKLAND CHARTER HIGH,94607
270,61259,"OAKLAND MILITARY INSTITUTE, COLLEGE PREP",94608
283,61259,OAKLAND SCHOOL FOR THE ARTS,94612
217,61259,OAKLAND UNIFIED,     
218,61259,OAKLAND UNITY HIGH,94605
9,10017,OAKLAND UNITY MIDDLE,94605
759,61762,OAKLEY UNION ELEMENTARY,     
4921,65961,OASIS CHARTER PUBLIC,93907
2797,64733,OCEAN CHARTER,90066
9725,69807,OCEAN GROVE CHARTER,95006
5514,66613,OCEAN VIEW,     
8283,73569,OCEANSIDE UNIFIED,     
5620,66670,OCSA,92701
2149,10199,ODYSSEY CHARTER,91001
11015,72520,OJAI UNIFIED,     
10157,70847,OLD ADOBE UNION,     
7948,68338,OLD TOWN ACADEMY K-8 CHARTER,92110
10194,70870,OLIVET ELEMENTARY CHARTER,95401
8490,10397,ONE.CHARTER,95206
7206,67819,ONTARIO-MONTCLAIR,     
2231,64287,OPPORTUNITIES FOR LEARNING - BALDWIN PAR,91107
5309,66464,OPPORTUNITIES FOR LEARNING - CAPISTRANO,92629
2420,64469,OPPORTUNITIES FOR LEARNING - DUARTE,91010
1301,62547,OPPORTUNITIES FOR LEARNING - FRESNO,93706
4223,65136,OPPORTUNITIES FOR LEARNING - SANTA CLARI,91107
2140,10199,OPTIMIST CHARTER,90042
4355,75291,OPTIONS FOR YOUTH SAN GABRIEL,91776
2311,64337,OPTIONS FOR YOUTH-BURBANK CHARTER,91506
7322,67876,OPTIONS FOR YOUTH-SAN BERNARDINO,92408
6760,67447,OPTIONS FOR YOUTH-SAN JUAN,95608
7425,67934,OPTIONS FOR YOUTH-VICTORVILLE CHARTER,92392
1241,62331,ORANGE CENTER,     
5168,10306,ORANGE COUNTY ACADEMY OF SCIENCES AND AR,92677
5164,10306,ORANGE COUNTY DEPARTMENT OF EDUCATION,     
5613,66670,ORANGE COUNTY EDUCATIONAL ARTS ACADEMY,92701
5171,10306,ORANGE COUNTY WORKFORCE INNOVATION HIGH,92805
5531,66621,ORANGE UNIFIED,     
9527,69633,ORCHARD ELEMENTARY,     
9151,69260,ORCUTT UNION ELEMENTARY,     
1485,62968,ORICK ELEMENTARY,     
769,61770,ORINDA UNION ELEMENTARY,     
1407,75481,ORLAND JOINT UNIFIED,     
7240,67827,ORO GRANDE ELEMENTARY,     
493,61507,OROVILLE CITY ELEMENTARY,     
503,61515,OROVILLE UNION HIGH,     
2794,64733,OSCAR DE LA HOYA ANIMO CHARTER HIGH,90023
2848,64733,OUR COMMUNITY CHARTER,91311
10760,72025,OUTSIDE CREEK ELEMENTARY,     
1634,63297,OWENS VALLEY UNIFIED,     
7036,67678,OXFORD PREPARATORY ACADEMY - CHINO VALLE,91710
5167,10306,OXFORD PREPARATORY ACADEMY - SADDLEBACK,92630
5260,66464,OXFORD PREPARATORY ACADEMY - SOUTH ORANG,92692
11026,72538,OXNARD,     
11048,72546,OXNARD UNION HIGH,     
9836,70094,PACHECO UNION ELEMENTARY,     
4668,65557,PACIFIC COMMUNITY CHARTER,95468
9688,69781,PACIFIC ELEMENTARY,     
4982,66134,PACIFIC GROVE UNIFIED,     
1245,62356,PACIFIC UNION ELEMENTARY,     
1478,62927,PACIFIC VIEW CHARTER,95501
8915,68932,PACIFICA,     
3500,64733,PACOIMA CHARTER ELEMENTARY,91331
9690,69799,PAJARO VALLEY UNIFIED,     
509,61523,PALERMO UNION ELEMENTARY,     
3219,64733,PALISADES CHARTER HIGH,90272
6254,67173,PALM SPRINGS UNIFIED,     
3891,64857,PALMDALE AEROSPACE ACADEMY,93550
3885,64857,PALMDALE ELEMENTARY,     
9530,69641,PALO ALTO UNIFIED,     
6283,67181,PALO VERDE UNIFIED,     
10762,72033,PALO VERDE UNION ELEMENTARY,     
3916,64865,PALOS VERDES PENINSULA UNIFIED,     
1715,63362,PANAMA-BUENA VISTA UNION,     
6932,67520,PANOCHE ELEMENTARY,     
3747,64733,PARA LOS NINOS CHARTER,90021
2907,64733,PARA LOS NINOS MIDDLE,90021
527,61531,PARADISE CHARTER MIDDLE,95969
10424,71209,PARADISE ELEMENTARY,     
516,61531,PARADISE UNIFIED,     
11291,72736,PARAGON COLLEGIATE ACADEMY,95901
3934,64873,PARAMOUNT UNIFIED,     
1247,62364,PARLIER UNIFIED,     
5934,66951,PARTNERSHIPS FOR STUDENT-CENTERED LEARNI,95648
3957,64881,PASADENA ROSEBUD ACADEMY,91001
3961,64881,PASADENA ROSEBUD ACADEMY MIDDLE,91001
3954,64881,PASADENA UNIFIED,     
6656,67421,PASEO GRANDE CHARTER,95821
8823,75457,PASO ROBLES JOINT UNIFIED,     
8356,76851,PATHWAYS ACADEMY CHARTER,92003
10133,70730,PATHWAYS CHARTER,94928
3066,64733,PATHWAYS COMMUNITY,90003
7479,75044,PATHWAYS TO COLLEGE,92345
10428,71217,PATTERSON JOINT UNIFIED,     
9191,76786,PEABODY CHARTER,93105
1847,63628,PEAK TO PEAK MOUNTAIN CHARTER,93222
1490,62984,PENINSULA UNION,     
5158,76877,PENN VALLEY UNION ELEMENTARY,     
6289,67199,PERRIS ELEMENTARY,     
6298,67207,PERRIS UNION HIGH,     
10165,70854,PETALUMA CITY ELEMENTARY,     
10176,70862,PETALUMA JOINT UNION HIGH,     
341,61275,PIEDMONT CITY UNIFIED,     
588,61614,PIERCE JOINT UNIFIED,     
1255,62372,PINE RIDGE ELEMENTARY,     
10196,70870,PINER-OLIVET CHARTER,95403
10190,70870,PINER-OLIVET UNION ELEMENTARY,     
538,73379,PIONEER UNION ELEMENTARY,     
776,61788,PITTSBURG UNIFIED,     
7821,68213,PIVOT CHARTER SCHOOL - SAN DIEGO,92078
489,61457,PIVOT CHARTER SCHOOL NORTH VALLEY,95928
10154,70839,PIVOT ONLINE CHARTER - NORTH BAY,95401
10764,72041,PIXLEY UNION ELEMENTARY,     
5572,66647,PLACENTIA-YORBA LINDA UNIFIED,     
5815,10314,PLACER COUNTY OFFICE OF EDUCATION,     
5876,66886,PLACER HILLS UNION ELEMENTARY,     
5880,66894,PLACER UNION HIGH,     
982,61952,PLACERVILLE UNION ELEMENTARY,     
4825,65813,PLAINSBURG UNION ELEMENTARY,     
4827,65821,PLANADA ELEMENTARY,     
1392,62638,PLAZA ELEMENTARY,     
10572,71431,PLEASANT GROVE JOINT UNION,     
5147,66373,PLEASANT RIDGE UNION ELEMENTARY,     
11061,72553,PLEASANT VALLEY,     
8788,68791,PLEASANT VALLEY JOINT UNION ELEMENTARY,     
10767,72058,PLEASANT VIEW ELEMENTARY,     
395,75101,PLEASANTON UNIFIED,     
5973,66969,PLUMAS CHARTER,95971
5968,10322,PLUMAS COUNTY OFFICE OF EDUCATION,     
11314,72744,PLUMAS LAKE ELEMENTARY,     
5971,66969,PLUMAS UNIFIED,     
4686,65599,POINT ARENA JOINT UNION HIGH,     
987,61960,POLLOCK PINES ELEMENTARY,     
3989,64907,POMONA UNIFIED,     
1872,63719,POND UNION ELEMENTARY,     
5106,66282,POPE VALLEY UNION ELEMENTARY,     
2822,64733,PORT OF LOS ANGELES HIGH,90731
10878,75523,PORTERVILLE UNIFIED,     
8945,68981,PORTOLA VALLEY ELEMENTARY,     
4721,73866,POTTER VALLEY COMMUNITY UNIFIED,     
7848,68296,POWAY UNIFIED,     
3070,64733,PREPA TEC - LOS ANGELES,90255
7976,68338,PREUSS SCHOOL UCSD,92093
8715,75499,PRIMARY CHARTER,95376
1394,62646,PRINCETON JOINT UNIFIED,     
7338,67876,PROVISIONAL ACCELERATED LEARNING ACADEMY,92407
3103,64733,PUBLIC POLICY CHARTER,90062
7315,67876,PUBLIC SAFETY ACADEMY,92408
3110,64733,PUC CALS MIDDLE SCHOOL AND EARLY COLLEGE,90041
3091,64733,PUC COMMUNITY CHARTER ELEMENTARY,91342
3739,64733,PUC COMMUNITY CHARTER MIDDLE AND PUC COM,91342
3018,64733,PUC EARLY COLLEGE ACADEMY FOR LEADERS AN,90065
2872,64733,PUC EXCEL CHARTER ACADEMY,90031
3090,64733,PUC INSPIRE CHARTER ACADEMY,91340
2800,64733,PUC LAKEVIEW CHARTER ACADEMY,91342
2974,64733,PUC LAKEVIEW CHARTER HIGH,91342
2798,64733,PUC MILAGRO CHARTER,90031
3109,64733,PUC NUEVA ESPERANZA CHARTER ACADEMY,91340
2923,64733,PUC SANTA ROSA CHARTER ACADEMY,90065
3108,64733,PUC TRIUMPH CHARTER ACADEMY AND PUC TRIU,91342
1258,62380,RAISIN CITY ELEMENTARY,     
7888,68304,RAMONA CITY UNIFIED,     
7901,68312,RANCHO SANTA FE ELEMENTARY,     
2098,64162,RAVENDALE-TERMO ELEMENTARY,     
8949,68999,RAVENSWOOD CITY ELEMENTARY,     
4499,65276,RAYMOND-KNOWLES UNION ELEMENTARY,     
10245,70938,REACH,95472
6313,67215,REACH LEADERSHIP STEAM ACADEMY,92504
48,61143,REALM CHARTER HIGH,94710
47,61143,REALM CHARTER MIDDLE,94710
10657,71639,RED BLUFF JOINT UNION HIGH,     
10650,71621,RED BLUFF UNION ELEMENTARY,     
9839,70110,REDDING ELEMENTARY,     
9787,69948,REDDING SCHOOL OF THE ARTS,96003
9763,10454,REDDING STEM ACADEMY,96003
7244,67843,REDLANDS UNIFIED,     
4390,75341,REDONDO BEACH UNIFIED,     
4697,65615,REDWOOD ACADEMY OF UKIAH,95482
8960,69005,REDWOOD CITY ELEMENTARY,     
1428,62679,REDWOOD COAST MONTESSORI,95521
1532,76802,REDWOOD PREPARATORY CHARTER,95540
4591,65425,REED UNION ELEMENTARY,     
10660,71647,REEDS CREEK ELEMENTARY,     
2027,73932,REEF-SUNSET UNIFIED,     
2795,64733,RENAISSANCE ARTS ACADEMY,90041
3101,64733,RENAISSANCE ARTS ACADEMY K-12,90041
991,61978,RESCUE UNION ELEMENTARY,     
3104,64733,RESOLUTE ACADEMY CHARTER,90059
7272,67850,RIALTO UNIFIED,     
