,District Code,District Name,Zip Code
10662,71654,RICHFIELD ELEMENTARY,     
10770,72082,RICHGROVE ELEMENTARY,     
1831,63578,RICHLAND UNION ELEMENTARY,     
794,61796,RICHMOND CHARTER ACADEMY,94804
795,61796,RICHMOND CHARTER ELEMENTARY-BENITO JUARE,94805
793,61796,RICHMOND COLLEGE PREPARATORY,94804
2102,64170,RICHMOND ELEMENTARY,     
7303,67868,RIM OF THE WORLD UNIFIED,     
10199,70896,RINCON VALLEY UNION ELEMENTARY,     
1929,73544,RIO BRAVO-GREELEY UNION ELEMENTARY,     
1492,63008,RIO DELL ELEMENTARY,     
11075,72561,RIO ELEMENTARY,     
8548,68585,RIO VALLEY CHARTER,95240
8640,68650,RIPON UNIFIED,     
2994,64733,RISE KOHYANG MIDDLE,90010
933,61838,RISING SUN MONTESSORI,95762
11244,72694,RIVER CHARTER SCHOOLS LIGHTHOUSE CHARTER,95691
6641,67413,RIVER DELTA JOINT UNIFIED,     
8492,10397,RIVER ISLANDS TECHNOLOGY ACADEMY II,95330
10158,70847,RIVER MONTESSORI ELEMENTARY CHARTER,94954
4695,65615,RIVER OAK CHARTER,95482
10973,10561,RIVER OAKS ACADEMY,91361
5984,10330,RIVER SPRINGS CHARTER,92590
7774,68189,RIVER VALLEY CHARTER,92040
10497,75556,RIVERBANK UNIFIED,     
1363,75408,RIVERDALE JOINT UNIFIED,     
5983,10330,RIVERSIDE COUNTY OFFICE OF EDUCATION,     
6307,67215,RIVERSIDE UNIFIED,     
10439,71233,ROBERTS FERRY UNION ELEMENTARY,     
6655,67421,ROBLA ELEMENTARY,     
9217,10439,ROCKETSHIP ACADEMY BRILLIANT MINDS,95127
9218,10439,ROCKETSHIP ALMA ACADEMY,95110
9214,10439,ROCKETSHIP DISCOVERY PREP,95116
9222,10439,ROCKETSHIP FUERZA COMMUNITY PREP,95116
9212,10439,ROCKETSHIP LOS SUENOS ACADEMY,95116
9209,10439,ROCKETSHIP MATEO SHEEDY ELEMENTARY,95110
9380,69450,ROCKETSHIP MOSAIC ELEMENTARY,95122
8963,69005,ROCKETSHIP REDWOOD CITY,94063
9224,10439,ROCKETSHIP RISING STARS,95111
9211,10439,ROCKETSHIP SI SE PUEDE ACADEMY,95116
9382,69450,ROCKETSHIP SPARK ACADEMY,95111
10772,72090,ROCKFORD ELEMENTARY,     
5963,75085,ROCKLIN ACADEMY,95765
5947,75085,ROCKLIN ACADEMY AT MEYERS STREET,95677
5873,66852,ROCKLIN ACADEMY GATEWAY,95765
5944,75085,ROCKLIN UNIFIED,     
9875,75267,ROCKY POINT CHARTER,96003
6358,67231,ROMOLAND ELEMENTARY,     
1874,63750,ROSEDALE UNION ELEMENTARY,     
10209,70904,ROSELAND,     
10210,70904,ROSELAND CHARTER,95407
4032,64931,ROSEMEAD ELEMENTARY,     
274,61259,ROSES IN CONCRETE,94619
5887,66910,ROSEVILLE CITY ELEMENTARY,     
5907,66928,ROSEVILLE JOINT UNION HIGH,     
4595,65433,ROSS ELEMENTARY,     
4633,75002,ROSS VALLEY ELEMENTARY,     
1637,63305,ROUND VALLEY JOINT ELEMENTARY,     
4688,65607,ROUND VALLEY UNIFIED,     
4312,73452,ROWLAND UNIFIED,     
6670,67439,SACRAMENTO CHARTER HIGH,95820
6663,67439,SACRAMENTO CITY UNIFIED,     
6508,10348,SACRAMENTO COUNTY OFFICE OF EDUCATION,     
11243,72694,SACRAMENTO VALLEY CHARTER,95691
5694,73635,SADDLEBACK VALLEY UNIFIED,     
5108,66290,SAINT HELENA UNIFIED,     
10442,71266,SALIDA UNION ELEMENTARY,     
4988,66142,SALINAS CITY ELEMENTARY,     
5003,66159,SALINAS UNION HIGH,     
5165,10306,SAMUELI ACADEMY,92706
5015,66167,SAN ANTONIO UNION ELEMENTARY,     
5017,66175,SAN ARDO UNION ELEMENTARY,     
6907,10355,SAN BENITO COUNTY OFFICE OF EDUCATION,     
6935,67538,SAN BENITO HIGH,     
7311,67876,SAN BERNARDINO CITY UNIFIED,     
6949,10363,SAN BERNARDINO COUNTY OFFICE OF EDUCATIO,     
8981,69013,SAN BRUNO PARK ELEMENTARY,     
8999,69021,SAN CARLOS CHARTER LEARNING CENTER,94070
8990,69021,SAN CARLOS ELEMENTARY,     
8128,68338,SAN DIEGO COOPERATIVE CHARTER,92111
7956,68338,SAN DIEGO COOPERATIVE CHARTER SCHOOL 2,92113
7548,10371,SAN DIEGO COUNTY OFFICE OF EDUCATION,     
7818,68213,SAN DIEGO NEIGHBORHOOD HOMESCHOOLS,92056
7904,68338,SAN DIEGO UNIFIED,     
7820,68213,SAN DIEGO VIRTUAL,91962
7565,67983,SAN DIEGO WORKFORCE INNOVATION HIGH,92004
8131,68346,SAN DIEGUITO UNION HIGH,     
8365,10389,SAN FRANCISCO COUNTY OFFICE OF EDUCATION,     
8371,68478,SAN FRANCISCO UNIFIED,     
4352,75291,SAN GABRIEL UNIFIED,     
6364,67249,SAN JACINTO UNIFIED,     
6378,67249,SAN JACINTO VALLEY ACADEMY,92583
8491,10397,SAN JOAQUIN BUILDING FUTURES ACADEMY,95203
8489,10397,SAN JOAQUIN COUNTY OFFICE OF EDUCATION,     
4167,65094,SAN JOSE CHARTER ACADEMY,91790
9550,69666,SAN JOSE UNIFIED,     
6747,67447,SAN JUAN UNIFIED,     
349,61291,SAN LEANDRO UNIFIED,     
363,61309,SAN LORENZO UNIFIED,     
9724,69807,SAN LORENZO VALLEY UNIFIED,     
5019,66183,SAN LUCAS UNION ELEMENTARY,     
8790,68809,SAN LUIS COASTAL UNIFIED,     
8747,10405,SAN LUIS OBISPO COUNTY OFFICE OF EDUCATI,     
8310,73791,SAN MARCOS UNIFIED,     
4039,64964,SAN MARINO UNIFIED,     
8843,10413,SAN MATEO COUNTY OFFICE OF EDUCATION,     
9022,69047,SAN MATEO UNION HIGH,     
9000,69039,SAN MATEO-FOSTER CITY,     
8808,68825,SAN MIGUEL JOINT UNION,     
8143,68353,SAN PASQUAL UNION ELEMENTARY,     
1611,63214,SAN PASQUAL VALLEY UNIFIED,     
4598,65458,SAN RAFAEL CITY ELEMENTARY,     
4609,65466,SAN RAFAEL CITY HIGH,     
854,61804,SAN RAMON VALLEY UNIFIED,     
8158,68379,SAN YSIDRO ELEMENTARY,     
1261,62414,SANGER UNIFIED,     
5608,66670,SANTA ANA UNIFIED,     
9063,10421,SANTA BARBARA COUNTY OFFICE OF EDUCATION,     
9177,76786,SANTA BARBARA UNIFIED,     
9205,10439,SANTA CLARA COUNTY OFFICE OF EDUCATION,     
11085,72579,SANTA CLARA ELEMENTARY,     
9597,69674,SANTA CLARA UNIFIED,     
4214,65136,SANTA CLARITA VALLEY INTERNATIONAL,91384
9731,69815,SANTA CRUZ CITY ELEMENTARY,     
9737,69823,SANTA CRUZ CITY HIGH,     
9669,10447,SANTA CRUZ COUNTY OFFICE OF EDUCATION,     
9161,69310,SANTA MARIA JOINT UNION HIGH,     
9073,69120,SANTA MARIA-BONITA,     
3539,64733,SANTA MONICA BOULEVARD COMMUNITY CHARTER,90038
4045,64980,SANTA MONICA-MALIBU UNIFIED,     
11197,76828,SANTA PAULA UNIFIED,     
5021,66191,SANTA RITA UNION ELEMENTARY,     
6194,67116,SANTA ROSA ACADEMY,92584
10215,70912,SANTA ROSA ELEMENTARY,     
10229,70920,SANTA ROSA HIGH,     
9110,69179,SANTA YNEZ VALLEY CHARTER,93460
9166,69328,SANTA YNEZ VALLEY UNION HIGH,     
8145,68361,SANTEE,     
5565,66621,SANTIAGO MIDDLE,92869
9625,69682,SARATOGA UNION ELEMENTARY,     
10774,72108,SAUCELITO ELEMENTARY,     
4063,64998,SAUGUS UNION,     
4614,65474,SAUSALITO MARIN CITY,     
6861,76505,SAVA: SACRAMENTO ACADEMIC AND VOCATIONAL,95820
5670,66696,SAVANNA ELEMENTARY,     
4444,76968,SBE - ACADEMIA AVANCE CHARTER,     
4442,76885,SBE - ANAHUACALMECAC INTERNATIONAL UNIVE,     
8362,77032,SBE - AUDEO CHARTER II,     
4431,76547,SBE - BARACK OBAMA CHARTER,     
6505,76943,SBE - BAYPOINT PREPARATORY ACADEMY,     
4429,76497,SBE - LIFELINE EDUCATION CHARTER,     
5812,76893,SBE - MAGNOLIA SCIENCE ACADEMY SANTA ANA,     
4405,75663,SBE - NEW WEST CHARTER,     
9202,76950,SBE - OLIVE GROVE CHARTER,     
6904,76935,SBE - PARAMOUNT COLLEGIATE ACADEMY,     
1957,75630,SBE - RIDGECREST CHARTER,     
4407,75697,SBE - THE SCHOOL OF ARTS AND ENTERPRISE,     
8360,76901,SBE - THRIVE PUBLIC,     
4365,75309,SCALE LEADERSHIP ACADEMY,93510
5170,10306,SCHOLARSHIP PREP CHARTER,92706
7947,68338,SCHOOL FOR ENTREPRENEURSHIP AND TECHNOLO,92123
1115,62166,SCHOOL OF UNLIMITED LEARNING,93721
1495,63024,SCOTIA UNION ELEMENTARY,     
9955,76455,SCOTT VALLEY UNIFIED,     
9753,75432,SCOTTS VALLEY UNIFIED,     
7946,68338,SD GLOBAL VISION ACADEMY,92116
10249,70938,SEBASTOPOL INDEPENDENT CHARTER,95473
10244,70938,SEBASTOPOL UNION ELEMENTARY,     
1616,63222,SEELEY UNION ELEMENTARY,     
9932,70458,SEIAD ELEMENTARY,     
1282,62430,SELMA UNIFIED,     
1884,63768,SEMITROPIC ELEMENTARY,     
10776,72116,SEQUOIA UNION ELEMENTARY,     
9032,69062,SEQUOIA UNION HIGH,     
2104,64188,SHAFFER UNION ELEMENTARY,     
8812,68833,SHANDON JOINT UNIFIED,     
9862,70136,SHASTA CHARTER ACADEMY,96001
9760,10454,SHASTA COUNTY OFFICE OF EDUCATION,     
9852,70128,SHASTA UNION ELEMENTARY,     
9854,70136,SHASTA UNION HIGH,     
4470,65243,SHERMAN THOMAS CHARTER,93638
4478,65243,SHERMAN THOMAS CHARTER HIGH,93638
456,61424,SHERWOOD MONTESSORI,95928
10451,71274,SHILOH ELEMENTARY,     
4627,73361,SHORELINE UNIFIED,     
8233,68452,SIATECH,92056
4369,75309,SIATECH ACADEMY SOUTH,90014
5140,66357,SIERRA ACADEMY OF EXPEDITIONARY LEARNING,95945
1103,62166,SIERRA CHARTER,93727
5918,66944,SIERRA EXPEDITIONARY LEARNING,96161
4644,65532,SIERRA FOOTHILL CHARTER,95306
5117,10298,SIERRA MONTESSORI ACADEMY,95949
1932,73742,SIERRA SANDS UNIFIED,     
1356,75275,SIERRA UNIFIED,     
9886,70177,SIERRA-PLUMAS JOINT UNIFIED,     
1000,61986,SILVER FORK ELEMENTARY,     
133,61192,SILVER OAK HIGH PUBLIC MONTESSORI CHARTE,94542
7453,73890,SILVER VALLEY UNIFIED,     
11087,72603,SIMI VALLEY UNIFIED,     
9893,10470,SISKIYOU COUNTY OFFICE OF EDUCATION,     
9934,70466,SISKIYOU UNION HIGH,     
7509,75051,SKY MOUNTAIN CHARTER,95667
4830,65839,SNELLING-MERCED FALLS UNION ELEMENTARY,     
7462,73957,SNOWLINE JOINT UNIFIED,     
7320,67876,SOAR CHARTER ACADEMY,92408
6665,67439,SOL AUREUS COLLEGE PREPARATORY,95831
8167,68387,SOLANA BEACH ELEMENTARY,     
9963,10488,SOLANO COUNTY OFFICE OF EDUCATION,     
5047,75440,SOLEDAD UNIFIED,     
9169,69336,SOLVANG ELEMENTARY,     
11115,72611,SOMIS UNION,     
10261,70953,SONOMA CHARTER,95476
10081,10496,SONOMA COUNTY OFFICE OF EDUCATION,     
10250,70953,SONOMA VALLEY UNIFIED,     
10942,72371,SONORA ELEMENTARY,     
10944,72389,SONORA UNION HIGH,     
9748,69849,SOQUEL UNION ELEMENTARY,     
10949,72397,SOULSBYVILLE ELEMENTARY,     
8176,68395,SOUTH BAY UNION,     
1497,63032,SOUTH BAY UNION ELEMENTARY,     
1893,63784,SOUTH FORK UNION,     
4948,66068,SOUTH MONTEREY COUNTY JOINT UNION HIGH,     
4080,65029,SOUTH PASADENA UNIFIED,     
9042,69070,SOUTH SAN FRANCISCO UNIFIED,     
10562,71407,SOUTH SUTTER CHARTER,95659
4087,65037,SOUTH WHITTIER ELEMENTARY,     
1502,63040,SOUTHERN HUMBOLDT JOINT UNIFIED,     
1886,63776,SOUTHERN KERN UNIFIED,     
10679,73833,SOUTHERN TRINITY JOINT UNIFIED,     
6938,67553,SOUTHSIDE ELEMENTARY,     
9223,10439,SPARK CHARTER,94088
8189,68403,SPENCER VALLEY ELEMENTARY,     
5028,66225,SPRECKELS UNION ELEMENTARY,     
10779,72132,SPRINGVILLE UNION ELEMENTARY,     
5872,66852,SQUAW VALLEY PREPARATORY,96146
6664,67439,ST. HOPE PUBLIC SCHOOL 7,95820
1895,63792,STANDARD ELEMENTARY,     
10315,10504,STANISLAUS COUNTY OFFICE OF EDUCATION,     
10453,71282,STANISLAUS UNION ELEMENTARY,     
7747,68130,STEELE CANYON HIGH,91978
2783,64733,STELLA MIDDLE CHARTER ACADEMY,90016
8668,68676,STOCKTON COLLEGIATE INTERNATIONAL ELEMEN,95202
8669,68676,STOCKTON COLLEGIATE INTERNATIONAL SECOND,95202
8650,68676,STOCKTON UNIFIED,     
5075,66266,STONE BRIDGE,94558
10781,72140,STONE CORRAL ELEMENTARY,     
1397,62653,STONY CREEK JOINT UNIFIED,     
10096,70615,STONY POINT ACADEMY,95407
10784,72157,STRATHMORE UNION ELEMENTARY,     
495,61507,STREAM CHARTER,95965
4096,65045,SULPHUR SPRINGS UNION,     
10951,72405,SUMMERVILLE ELEMENTARY,     
10953,72413,SUMMERVILLE UNION HIGH,     
7477,75044,SUMMIT LEADERSHIP ACADEMY-HIGH DESERT,92345
3102,64733,SUMMIT PREPARATORY CHARTER,90037
9033,69062,SUMMIT PREPARATORY CHARTER HIGH,94063
606,10074,SUMMIT PUBLIC SCHOOL K2,94530
9220,10439,SUMMIT PUBLIC SCHOOL: DENALI,94085
9334,69427,SUMMIT PUBLIC SCHOOL: RAINIER,95127
8908,68924,SUMMIT PUBLIC SCHOOL: SHASTA,94015
9215,10439,SUMMIT PUBLIC SCHOOL: TAHOMA,95123
799,61796,SUMMIT PUBLIC SCHOOL: TAMALPAIS,94806
10787,72173,SUNDALE UNION ELEMENTARY,     
10789,72181,SUNNYSIDE UNION ELEMENTARY,     
9631,69690,SUNNYVALE,     
412,75119,SUNOL GLEN UNIFIED,     
9216,10439,SUNRISE MIDDLE,95116
4869,65896,SURPRISE VALLEY JOINT UNIFIED,     
2106,64196,SUSANVILLE ELEMENTARY,     
10543,10512,SUTTER COUNTY OFFICE OF EDUCATION,     
10570,71423,SUTTER PEAK CHARTER ACADEMY,95953
10574,71449,SUTTER UNION HIGH,     
8193,68411,SWEETWATER UNION HIGH,     
6408,75176,SYCAMORE ACADEMY OF SCIENCE AND CULTURAL,92595
10833,72256,SYCAMORE VALLEY ACADEMY,93277
10461,71290,SYLVAN UNION ELEMENTARY,     
2808,64733,SYNERGY CHARTER ACADEMY,90011
2908,64733,SYNERGY KINETIC ACADEMY,90011
3010,64733,SYNERGY QUANTUM ACADEMY,90011
1900,63800,TAFT CITY,     
7326,67876,TAFT T. NEWMAN LEADERSHIP ACADEMY,92404
1907,63818,TAFT UNION HIGH,     
5916,66944,TAHOE-TRUCKEE UNIFIED,     
4618,65482,TAMALPAIS UNION HIGH,     
6964,67587,TAYLION HIGH DESERT ACADEMY/ADELANTO,92301
8227,68437,TAYLION SAN DIEGO ACADEMY,92078
2959,64733,TEACH ACADEMY OF TECHNOLOGIES,90047
3092,64733,TEACH TECH CHARTER HIGH,90047
8674,68676,TEAM CHARTER,95202
1910,63826,TEHACHAPI UNIFIED,     
10602,10520,TEHAMA COUNTY DEPARTMENT OF EDUCATION,     
6443,75192,TEMECULA PREPARATORY,92596
6453,75192,TEMECULA VALLEY CHARTER,92596
6429,75192,TEMECULA VALLEY UNIFIED,     
4106,65052,TEMPLE CITY UNIFIED,     
8816,68841,TEMPLETON UNIFIED,     
10791,72199,TERRA BELLA UNION ELEMENTARY,     
20,61119,THE ACADEMY OF ALAMEDA,94501
3116,64733,THE CITY,90064
7660,68049,THE HEIGHTS CHARTER,91901
6672,67439,THE LANGUAGE ACADEMY OF SACRAMENTO,95817
8090,68338,THE O'FARRELL CHARTER,92114
530,61549,THERMALITO UNION ELEMENTARY,     
4670,65565,THREE RIVERS CHARTER,95437
10794,72207,THREE RIVERS UNION ELEMENTARY,     
10796,72215,TIPTON ELEMENTARY,     
2580,64634,TODAY'S FRESH START CHARTER SCHOOL INGLE,90303
4235,73437,TODAY'S FRESH START-COMPTON,90043
4116,65060,TORRANCE UNIFIED,     
8714,75499,TRACY JOINT UNIFIED,     
10798,72223,TRAVER JOINT ELEMENTARY,     
10019,70565,TRAVIS UNIFIED,     
4709,65615,TREE OF LIFE CHARTER,95482
6940,67561,TRES PINOS UNION ELEMENTARY,     
1511,63057,TRINIDAD UNION ELEMENTARY,     
10686,76513,TRINITY ALPS UNIFIED,     
10677,71761,TRINITY CENTER ELEMENTARY,     
9071,69112,TRIVIUM CHARTER,93454
7398,67892,TRONA JOINT UNIFIED,     
10800,72231,TULARE CITY,     
10691,10546,TULARE COUNTY OFFICE OF EDUCATION,     
10818,72249,TULARE JOINT UNION HIGH,     
4879,73593,TULELAKE BASIN JOINT UNIFIED,     
10926,10553,TUOLUMNE COUNTY SUPERINTENDENT OF SCHOOL,     
10524,75739,TURLOCK UNIFIED,     
5730,73643,TUSTIN UNIFIED,     
10961,72421,TWAIN HARTE,     
10263,70961,TWIN HILLS UNION ELEMENTARY,     
5155,66415,TWIN RIDGES ELEMENTARY,     
10583,71464,TWIN RIVERS CHARTER,95991
6852,76505,TWIN RIVERS UNIFIED,     
10269,70979,TWO ROCK UNION,     
4693,65615,UKIAH UNIFIED,     
905,10082,UNCHARTED SHORES ACADEMY,95531
9643,69708,UNION ELEMENTARY,     
5152,66407,UNION HILL ELEMENTARY,     
4625,65516,UNION JOINT ELEMENTARY,     
1427,62679,UNION STREET CHARTER,95521
1104,62166,UNIVERSITY HIGH,93740
11074,72553,UNIVERSITY PREPARATION CHARTER SCHOOL AT,93010
9208,10439,UNIVERSITY PREPARATORY ACADEMY CHARTER,95125
7515,75069,UPLAND UNIFIED,     
4924,65979,UPLIFT MONTEREY,92243
2078,76976,UPPER LAKE UNIFIED,     
7939,68338,URBAN DISCOVERY ACADEMY CHARTER,92101
6,10017,URBAN MONTESSORI CHARTER,94619
10031,70573,VACAVILLE UNIFIED,     
6482,75242,VAL VERDE UNIFIED,     
4367,75309,VALIANT ACADEMY OF LOS ANGELES,93510
7663,68049,VALIANT ACADEMY OF SOUTHERN CALIFORNIA,92019
2141,10199,VALIENTE COLLEGE PREPARATORY CHARTER,90280
4149,65078,VALLE LINDO ELEMENTARY,     
571,61580,VALLECITO UNION,     
8226,68437,VALLECITOS ELEMENTARY,     
10052,70581,VALLEJO CITY UNIFIED,     
8338,75614,VALLEY CENTER-PAUMA UNIFIED,     
2981,64733,VALLEY CHARTER ELEMENTARY,91343
10322,10504,VALLEY CHARTER HIGH,95350
2982,64733,VALLEY CHARTER MIDDLE,91405
10477,71324,VALLEY HOME JOINT ELEMENTARY,     
10693,10546,VALLEY LIFE CHARTER,93277
11016,72520,VALLEY OAK CHARTER,93023
8633,68627,VALLEY VIEW CHARTER PREP,95207
3068,64733,VALOR ACADEMY HIGH,91402
2926,64733,VALOR ACADEMY MIDDLE,91343
3603,64733,VAUGHN NEXT CENTURY LEARNING CENTER,91340
10971,10561,VENTURA CHARTER SCHOOL OF ARTS AND GLOBA,93001
10969,10561,VENTURA COUNTY OFFICE OF EDUCATION,     
11117,72652,VENTURA UNIFIED,     
8496,10397,VENTURE ACADEMY,95206
7402,67918,VICTOR ELEMENTARY,     
7421,67934,VICTOR VALLEY UNION HIGH,     
3740,64733,VIEW PARK PREPARATORY ACCELERATED CHARTE,90043
2790,64733,VIEW PARK PREPARATORY ACCELERATED HIGH,90043
10298,75358,VILLAGE CHARTER,95401
3097,64733,VILLAGE CHARTER ACADEMY,91303
259,61259,VINCENT ACADEMY,94607
1917,63834,VINELAND ELEMENTARY,     
10826,72256,VISALIA UNIFIED,     
2979,64733,VISTA CHARTER MIDDLE,90026
9171,69344,VISTA DEL MAR UNION,     
5166,10306,VISTA HERITAGE CHARTER MIDDLE,92703
661,61663,VISTA OAKS CHARTER,94514
10970,10561,VISTA REAL CHARTER HIGH,93030
8229,68452,VISTA UNIFIED,     
9378,69450,VOICES COLLEGE-BOUND LANGUAGE ACADEMY,95111
1375,76778,W. E. B. DUBOIS PUBLIC CHARTER,93706
1383,10116,WALDEN ACADEMY,95988
2786,64733,WALLIS ANNENBERG HIGH,90037
892,61812,WALNUT CREEK ELEMENTARY,     
4335,73460,WALNUT VALLEY UNIFIED,     
8332,75416,WARNER UNIFIED,     
1920,63842,WASCO UNION ELEMENTARY,     
1926,63859,WASCO UNION HIGH,     
1294,62513,WASHINGTON COLONY ELEMENTARY,     
1373,76778,WASHINGTON UNIFIED,     
5031,66233,WASHINGTON UNION ELEMENTARY,     
10516,75572,WATERFORD UNIFIED,     
3737,64733,WATTS LEARNING CENTER,90003
2933,64733,WATTS LEARNING CENTER CHARTER MIDDLE,90003
10271,70995,WAUGH ELEMENTARY,     
10868,72264,WAUKENA JOINT UNION ELEMENTARY,     
4832,65862,WEAVER UNION,     
9940,70482,WEED UNION ELEMENTARY,     
791,61796,WEST CONTRA COSTA UNIFIED,     
4152,65094,WEST COVINA UNIFIED,     
1296,62539,WEST PARK ELEMENTARY,     
10274,71001,WEST SIDE UNION ELEMENTARY,     
10088,70607,WEST SONOMA COUNTY UNION HIGH,     
2138,10199,WESTCHESTER SECONDARY CHARTER,90047
5929,66951,WESTERN PLACER UNIFIED,     
5949,75085,WESTERN SIERRA COLLEGIATE ACADEMY,95765
5676,66746,WESTMINSTER,     
1618,63230,WESTMORLAND UNION ELEMENTARY,     
1299,62547,WESTSIDE ELEMENTARY,     
2935,64733,WESTSIDE INNOVATIVE SCHOOL HOUSE,90045
3086,64733,WESTSIDE INNOVATIVE SCHOOL HOUSE CHARTER,90045
4170,65102,WESTSIDE UNION ELEMENTARY,     
2110,64204,WESTWOOD CHARTER,96137
2109,64204,WESTWOOD UNIFIED,     
11318,72751,WHEATLAND,     
11324,72769,WHEATLAND UNION HIGH,     
9867,70169,WHITMORE UNION ELEMENTARY,     
4183,65110,WHITTIER CITY ELEMENTARY,     
4198,65128,WHITTIER UNION HIGH,     
2578,64634,WILDER'S PREPARATORY ACADEMY CHARTER,90302
2579,64634,WILDER'S PREPARATORY ACADEMY CHARTER MID,90302
457,61424,WILDFLOWER OPEN CLASSROOM,95926
4207,65136,WILLIAM S. HART UNION HIGH,     
594,61622,WILLIAMS UNIFIED,     
4715,65623,WILLITS CHARTER,95490
4712,65623,WILLITS ELEMENTARY CHARTER,95490
4710,65623,WILLITS UNIFIED,     
4617,65474,WILLOW CREEK ACADEMY,94965
9942,70490,WILLOW CREEK ELEMENTARY,     
6942,67579,WILLOW GROVE UNION ELEMENTARY,     
1402,62661,WILLOWS UNIFIED,     
10276,71019,WILMAR UNION ELEMENTARY,     
4229,65151,WILSONA ELEMENTARY,     
10297,75358,WINDSOR UNIFIED,     
10579,71456,WINSHIP COMMUNITY,95957
10577,71456,WINSHIP-ROBBINS,     
11254,72702,WINTERS JOINT UNIFIED,     
4836,65870,WINTON,     
4433,76869,WISEBURN UNIFIED,     
1651,10157,WONDERFUL COLLEGE PREP ACADEMY,93215
10912,76794,WOODLAKE UNIFIED,     
11260,72710,WOODLAND JOINT UNIFIED,     
10251,70953,WOODLAND STAR CHARTER,95476
9060,69088,WOODSIDE ELEMENTARY,     
10870,72298,WOODVILLE UNION ELEMENTARY,     
7327,67876,WOODWARD LEADERSHIP ACADEMY,92411
10278,71035,WRIGHT ELEMENTARY,     
6677,67439,YAV PEM SUAB ACADEMY - PREPARING FOR THE,95831
11209,10579,YOLO COUNTY OFFICE OF EDUCATION,     
4520,76414,YOSEMITE UNIFIED,     
4457,65185,YOSEMITE-WAWONA ELEMENTARY CHARTER,95389
9944,70508,YREKA UNION ELEMENTARY,     
9948,70516,YREKA UNION HIGH,     
5,10017,YU MING CHARTER,94608
10588,71464,YUBA CITY CHARTER,95991
10581,71464,YUBA CITY UNIFIED,     
11280,10587,YUBA COUNTY OFFICE OF EDUCATION,     
11282,10587,YUBA ENVIRONMENTAL SCIENCE CHARTER ACADE,95962
7433,67959,YUCAIPA-CALIMESA JOINT UNIFIED,     
0,0,,     
